"county_id","county_name","state_name","srhp_rural","year","total_pop","over_65","under_18","hispanic","black","no_ba","unempl","in_pov","median_hh_income","no_health_ins","snap","rent_under_30","have_internet_sub","gini","total_jobs","perc_ba_jobs","perc_jobs_young_firms","bphigh_crudeprev","cancer_crudeprev","highchol_crudeprev","obesity_crudeprev","diabetes_crudeprev","mhlth_crudeprev","phlth_crudeprev","health_access","HealthDistrict","region_type","health_district","name","id"
"51035","Carroll","Virginia","rural","2016",29733,21.7435,19.433,2.9529,0.7971,87.1857,5.2794,15.6939,37048,13.5482,13.384,40.6731,63.0023,0.4254,6553,0.1616,0.1054,39.5,9.1,40.3,36.6,13.8,14.6,16.7,0.4468,"Mount Rogers","rural","Mount Rogers","Carroll","51035"
"51035","Carroll","Virginia","rural","2017",29767,22.3435,19.6258,3.0638,0.3259,85.4939,3.7848,14.5731,41145,12.9381,12.9104,42.3286,63.0023,0.4439,6436,0.1529,0.0991,39.5,9.1,40.3,36.6,13.8,14.6,16.7,0.3039,"Mount Rogers","rural","Mount Rogers","Carroll","51035"
"51035","Carroll","Virginia","rural","2018",29738,23.1219,18.7975,3.3493,0.5044,86.8711,3.4893,15.0401,43532,11.9486,11.9192,39.2418,65.6646,0.4586,6600,0.1595,0,39.5,9.1,40.3,36.6,13.8,14.6,16.7,0.3977,"Mount Rogers","rural","Mount Rogers","Carroll","51035"
"51035","Carroll","Virginia","rural","2019",29801,23.7945,18.8786,3.5334,0.7147,84.9793,2.7352,14.6083,44835,10.6156,11.71,43.9061,68.2366,0.4559,6600,0.1595,0,39.5,9.1,40.3,36.6,13.8,14.6,16.7,0.3208,"Mount Rogers","rural","Mount Rogers","Carroll","51035"
"51036","Charles City","Virginia","urban","2015",7118,20.2304,16.8868,1.6718,48.2158,86.9718,8.1526,13.1612,49563,11.8957,11.7933,39.7032,56.6057,0.4766,1514,0.1605,0.1328,45.4,8.5,39.8,38.7,17.7,14.3,16.7,0.5525,"Chickahominy","urban","Chickahominy","Charles City","51036"
"51036","Charles City","Virginia","urban","2016",7086,21.2108,16.2574,1.7923,47.2199,87.2637,7.252,14.6259,54167,12.0102,11.3525,44.246,56.6057,0.4764,1721,0.1662,0.1319,45.4,8.5,39.8,38.7,17.7,14.3,16.7,0.6404,"Chickahominy","urban","Chickahominy","Charles City","51036"
"51036","Charles City","Virginia","urban","2017",7022,22.0165,16.1065,1.7944,46.2119,87.2462,6.1697,13.197,55069,10.0157,10.3484,41.9421,56.6057,0.5017,1774,0.1646,0.1133,45.4,8.5,39.8,38.7,17.7,14.3,16.7,0.2052,"Chickahominy","urban","Chickahominy","Charles City","51036"
"51036","Charles City","Virginia","urban","2018",6995,22.9021,15.7112,1.8442,46.8763,86.7208,4.9274,13.0747,59192,9.0609,10.9244,42.2175,61.6947,0.5459,1821,0.1527,0,45.4,8.5,39.8,38.7,17.7,14.3,16.7,0.4386,"Chickahominy","urban","Chickahominy","Charles City","51036"
"51036","Charles City","Virginia","urban","2019",7014,23.9236,15.4833,1.8677,45.4377,85.2903,2.9564,13.1586,57198,8.71,11.3605,37.3391,63.3633,0.5152,1821,0.1527,0,45.4,8.5,39.8,38.7,17.7,14.3,16.7,0.9078,"Chickahominy","urban","Chickahominy","Charles City","51036"
"51037","Charlotte","Virginia","rural","2015",12313,19.9139,21.8143,0.7391,31.4789,85.9984,4.9089,21.3297,35079,16.3943,19.945,39.3204,53.3274,0.4453,2729,0.1854,0.1337,43.9,8.5,41.4,37.1,17,15.6,18,0.7003,"Piedmont","rural","Piedmont","Charlotte","51037"
"51037","Charlotte","Virginia","rural","2016",12232,20.3728,21.7544,0.9483,30.9353,86.9581,6.9931,24.6994,33837,16.0744,19.4384,32.8472,53.3274,0.4533,2863,0.1886,0.1467,43.9,8.5,41.4,37.1,17,15.6,18,0.44,"Piedmont","rural","Piedmont","Charlotte","51037"
"51037","Charlotte","Virginia","rural","2017",12176,21.0742,21.7723,2.0532,29.6567,88.1222,6.7649,22.6733,38350,13.5061,16.8039,33.5135,53.3274,0.4589,2803,0.193,0.1092,43.9,8.5,41.4,37.1,17,15.6,18,0.5054,"Piedmont","rural","Piedmont","Charlotte","51037"
"51037","Charlotte","Virginia","rural","2018",12095,21.5296,21.4882,2.0091,28.9872,89.7599,5.7491,24.0798,39212,13.5858,16.9932,33.0209,56.5926,0.4455,2261,0.1738,0,43.9,8.5,41.4,37.1,17,15.6,18,0.1909,"Piedmont","rural","Piedmont","Charlotte","51037"
"51037","Charlotte","Virginia","rural","2019",12040,21.8771,22.1844,2.1595,27.9983,89.1348,5.9777,23.7099,40573,12.8653,18.0004,35.4742,62.2399,0.4677,2261,0.1738,0,43.9,8.5,41.4,37.1,17,15.6,18,0.7142,"Piedmont","rural","Piedmont","Charlotte","51037"
"51041","Chesterfield","Virginia","urban","2015",328176,12.1883,24.8324,7.7468,22.7149,63.1037,6.7516,7.4257,72609,9.3416,8.0019,48.904,87.4854,0.4079,131106,0.2036,0.0994,31.7,7.1,35,33.8,11.1,11.7,10.9,0.96,"Chesterfield","urban","Chesterfield","Chesterfield","51041"
"51041","Chesterfield","Virginia","urban","2016",331839,12.8119,24.5285,7.9436,22.6646,62.3103,6.4,7.3855,73869,8.4402,7.7228,48.9071,87.4854,0.407,138780,0.2043,0.0919,31.7,7.1,35,33.8,11.1,11.7,10.9,0.7209,"Chesterfield","urban","Chesterfield","Chesterfield","51041"
"51041","Chesterfield","Virginia","urban","2017",335594,13.3751,24.257,8.2493,22.7293,61.6495,5.5274,7.161,76969,7.7561,7.3114,50.0804,87.4854,0.4087,139754,0.2025,0.1,31.7,7.1,35,33.8,11.1,11.7,10.9,0.4556,"Chesterfield","urban","Chesterfield","Chesterfield","51041"
"51041","Chesterfield","Virginia","urban","2018",339447,13.9291,24.0957,8.5168,22.8448,60.1454,4.9067,7.1004,80214,7.5917,6.8133,51.5933,89.4017,0.4052,140585,0.1969,0,31.7,7.1,35,33.8,11.1,11.7,10.9,0.2557,"Chesterfield","urban","Chesterfield","Chesterfield","51041"
"51041","Chesterfield","Virginia","urban","2019",343551,14.4211,23.8896,8.8342,23.0961,59.5285,4.8821,6.7939,82599,7.6157,6.4591,49.7836,90.3418,0.4076,140585,0.1969,0,31.7,7.1,35,33.8,11.1,11.7,10.9,0.4874,"Chesterfield","urban","Chesterfield","Chesterfield","51041"
"51043","Clarke","Virginia","urban","2015",14299,18.7775,21.526,4.0632,5.4829,69.0254,5.9752,11.0637,71295,13.0459,7.1842,41.9234,72.773,0.4454,3707,0.2433,0.0901,36.2,8.6,39,30.7,11.8,12.5,13.4,0.4351,"Lord Fairfax","urban","Lord Fairfax","Clarke","51043"
"51043","Clarke","Virginia","urban","2016",14307,18.7251,21.6258,4.3475,4.4873,70.0128,4.8012,11.2849,71986,14.1026,6.2958,40.4479,72.773,0.4364,3869,0.2215,0.0719,36.2,8.6,39,30.7,11.8,12.5,13.4,0.8549,"Lord Fairfax","urban","Lord Fairfax","Clarke","51043"
"51043","Clarke","Virginia","urban","2017",14331,19.6986,20.9616,4.7798,4.9054,68.5053,3.3151,10.4122,72129,14.3231,6.3398,29.8851,72.773,0.4489,4049,0.2297,0.0862,36.2,8.6,39,30.7,11.8,12.5,13.4,0.7331,"Lord Fairfax","urban","Lord Fairfax","Clarke","51043"
"51043","Clarke","Virginia","urban","2018",14365,20.1114,21.0442,5.2071,4.7825,67.8428,3.7652,9.9759,77936,14.172,4.4866,27.7583,74.6054,0.4468,4110,0.2175,0,36.2,8.6,39,30.7,11.8,12.5,13.4,0.3547,"Lord Fairfax","urban","Lord Fairfax","Clarke","51043"
"51043","Clarke","Virginia","urban","2019",14423,20.7308,20.6614,5.5675,5.3872,67.8316,4.412,7.6185,80026,12.6631,4.8468,34.5688,78.9024,0.4549,4110,0.2175,0,36.2,8.6,39,30.7,11.8,12.5,13.4,0.1626,"Lord Fairfax","urban","Lord Fairfax","Clarke","51043"
"51045","Craig","Virginia","urban","2015",5212,20.9517,22.4674,0.0192,0.1535,85.3468,4.0639,11.7613,44330,11.4341,12.3758,72.619,63.5239,0.4039,607,0.1812,0.0527,37.3,8.9,39.9,31.6,11.6,12.8,13.5,0.3463,"Alleghany","urban","Alleghany","Craig","51045"
"51045","Craig","Virginia","urban","2016",5195,19.5573,20.77,0.0192,0.154,87.0478,5.5582,12.8814,40500,11.1433,18.1936,73.2704,63.5239,0.4323,550,0.18,0.0745,37.3,8.9,39.9,31.6,11.6,12.8,13.5,0.9522,"Alleghany","urban","Alleghany","Craig","51045"
"51045","Craig","Virginia","urban","2017",5131,21.2824,19.0216,0.0195,0.1364,80.8361,4.064,9.3469,53526,8.115,15.9983,74.5902,63.5239,0.3852,643,0.1664,0.1322,37.3,8.9,39.9,31.6,11.6,12.8,13.5,0.4465,"Alleghany","urban","Alleghany","Craig","51045"
"51045","Craig","Virginia","urban","2018",5113,23.1567,17.2893,0.0391,0.1565,81.544,1.4292,8.5361,55484,3.8658,12.4007,73.9683,71.1386,0.386,663,0.1599,0,37.3,8.9,39.9,31.6,11.6,12.8,13.5,0.6886,"Alleghany","urban","Alleghany","Craig","51045"
"51045","Craig","Virginia","urban","2019",5110,21.2916,18.6888,0.0391,0.1174,76.3646,1.909,8.8536,55708,3.4943,15.3243,64.695,76.404,0.3833,663,0.1599,0,37.3,8.9,39.9,31.6,11.6,12.8,13.5,0.7315,"Alleghany","urban","Alleghany","Craig","51045"
"51047","Culpeper","Virginia","urban","2015",48424,13.5305,25.3304,9.0183,14.3503,78.0954,7.2954,9.2509,66697,12.4677,10.5117,42.5423,78.5769,0.4036,15341,0.2027,0.1048,34.2,7.3,36,34.8,11.7,13.4,13,0.6049,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Culpeper","51047"
"51047","Culpeper","Virginia","urban","2016",48952,14.0137,25.2288,9.3193,14.4488,77.6736,6.4233,9.1547,66160,11.7558,10.956,41.2662,78.5769,0.4144,15708,0.1963,0.1076,34.2,7.3,36,34.8,11.7,13.4,13,0.9057,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Culpeper","51047"
"51047","Culpeper","Virginia","urban","2017",49795,14.6019,25.2395,9.6917,14.3589,76.5559,5.93,8.9421,69693,10.8341,10.5423,46.1336,78.5769,0.4188,16205,0.1904,0.1314,34.2,7.3,36,34.8,11.7,13.4,13,0.7068,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Culpeper","51047"
"51047","Culpeper","Virginia","urban","2018",50450,14.9871,25.1833,10.2676,13.8414,75.2723,5.325,8.1774,73116,9.3877,10.087,44.2713,80.4118,0.4076,15970,0.1876,0,34.2,7.3,36,34.8,11.7,13.4,13,0.9866,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Culpeper","51047"
"51047","Culpeper","Virginia","urban","2019",51101,15.3852,24.7373,10.716,14.489,74.2503,5.1333,7.7915,77935,10.1104,10.8371,45.675,84.4707,0.4055,15970,0.1876,0,34.2,7.3,36,34.8,11.7,13.4,13,0.0799,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Culpeper","51047"
"51049","Cumberland","Virginia","rural","2015",9859,18.6124,21.4018,0.1217,33.1474,85.4559,10.1338,20.4529,39301,18.0647,23.7039,37.4441,54.9849,0.4341,1426,0.1634,0.0961,42.5,8.3,39.2,38.7,15.5,14.6,16,0.6694,"Piedmont","rural","Piedmont","Cumberland","51049"
"51049","Cumberland","Virginia","rural","2016",9769,19.3674,20.954,0.1535,33.4937,84.8751,8.525,22.7592,37489,14.7396,21.5912,32.2202,54.9849,0.4509,1420,0.1521,0.0852,42.5,8.3,39.2,38.7,15.5,14.6,16,0.7314,"Piedmont","rural","Piedmont","Cumberland","51049"
"51049","Cumberland","Virginia","rural","2017",9797,20.4348,20.4757,0.1429,32.4691,83.3261,6.9651,21.7733,43020,13.4696,20.8459,37.1143,54.9849,0.4345,1343,0.1623,0.0871,42.5,8.3,39.2,38.7,15.5,14.6,16,0.0142,"Piedmont","rural","Piedmont","Cumberland","51049"
"51049","Cumberland","Virginia","rural","2018",9786,21.1527,20.1615,0.2759,32.1786,82.5363,6.9591,19.3635,46221,13.7889,20.8933,36.2278,59.6013,0.4399,1330,0.1684,0,42.5,8.3,39.2,38.7,15.5,14.6,16,0.1107,"Piedmont","rural","Piedmont","Cumberland","51049"
"51049","Cumberland","Virginia","rural","2019",9824,21.8954,19.8188,0.9365,30.1303,85.1232,4.643,17.8275,47469,12.5943,17.0566,33.4937,61.6855,0.4203,1330,0.1684,0,42.5,8.3,39.2,38.7,15.5,14.6,16,0.7787,"Piedmont","rural","Piedmont","Cumberland","51049"
"51051","Dickenson","Virginia","rural","2015",15463,18.2953,20.6428,0.7631,0.8989,88.9709,8.3803,21.4158,33624,11.3154,21.5955,24.7857,58.8091,0.4793,3830,0.1499,0.0736,41.1,8.6,42.4,38,15.3,17.1,19.4,0.818,"Cumberland Plateau","rural","Cumberland Plateau","Dickenson","51051"
"51051","Dickenson","Virginia","rural","2016",15304,18.8055,20.4326,0.7449,0.7645,89.2873,7.1482,21.5407,31226,11.3668,22.9893,25.6935,58.8091,0.5195,3597,0.1596,0.0723,41.1,8.6,42.4,38,15.3,17.1,19.4,0.7142,"Cumberland Plateau","rural","Cumberland Plateau","Dickenson","51051"
"51051","Dickenson","Virginia","rural","2017",15181,20.0646,20.2358,0.8234,0.8234,90.6583,5.5567,23.0476,29916,10.7022,23.6385,31.3097,58.8091,0.5517,3623,0.1457,0.2261,41.1,8.6,42.4,38,15.3,17.1,19.4,0.3462,"Cumberland Plateau","rural","Cumberland Plateau","Dickenson","51051"
"51051","Dickenson","Virginia","rural","2018",14960,20.7487,19.766,0.889,0.6618,90.0347,5.618,24.2592,29226,9.5682,22.6674,33.0686,60.7088,0.58,3561,0.1455,0,41.1,8.6,42.4,38,15.3,17.1,19.4,0.0628,"Cumberland Plateau","rural","Cumberland Plateau","Dickenson","51051"
"51051","Dickenson","Virginia","rural","2019",14756,21.415,19.5649,0.9081,0.5693,89.2627,4.8584,25.6797,29932,9.1246,22.1703,31.9088,62.963,0.6002,3561,0.1455,0,41.1,8.6,42.4,38,15.3,17.1,19.4,0.7539,"Cumberland Plateau","rural","Cumberland Plateau","Dickenson","51051"
"51053","Dinwiddie","Virginia","urban","2015",28110,15.7524,21.085,2.8175,32.9634,84.7019,9.6552,14.8228,51397,10.8434,17.1949,49.6124,69.9623,0.4136,7762,0.1447,0.0506,39.6,7.4,37.4,38.5,14.1,14.5,14.7,0.1839,"Crater","urban","Crater","Dinwiddie","51053"
"51053","Dinwiddie","Virginia","urban","2016",28155,16.1819,20.9021,3.0581,32.2429,83.0712,9.2976,15.8698,51579,11.915,16.4346,45.1651,69.9623,0.4303,7763,0.1639,0.0591,39.6,7.4,37.4,38.5,14.1,14.5,14.7,0.9522,"Crater","urban","Crater","Dinwiddie","51053"
"51053","Dinwiddie","Virginia","urban","2017",28033,16.2309,20.9182,3.1855,31.7911,83.4362,8.306,14.8027,54640,10.6725,14.9512,45.3277,69.9623,0.4324,7779,0.1617,0.0499,39.6,7.4,37.4,38.5,14.1,14.5,14.7,0.8815,"Crater","urban","Crater","Dinwiddie","51053"
"51053","Dinwiddie","Virginia","urban","2018",28308,16.6243,20.4748,3.3771,32.0086,82.8113,6.9952,12.7976,55880,9.8209,12.6937,42.0313,71.1577,0.4328,8801,0.1448,0,39.6,7.4,37.4,38.5,14.1,14.5,14.7,0.7891,"Crater","urban","Crater","Dinwiddie","51053"
"51053","Dinwiddie","Virginia","urban","2019",28485,17.1459,20.488,3.479,31.8203,81.3521,6.3474,12.112,60346,9.7678,12.2488,41.9966,75.2716,0.4326,8801,0.1448,0,39.6,7.4,37.4,38.5,14.1,14.5,14.7,0.8537,"Crater","urban","Crater","Dinwiddie","51053"
"51057","Essex","Virginia","rural","2015",11151,19.8816,20.3928,0.5291,41.0367,84.8148,8.4505,13.8746,42760,12.8849,13.0886,42.5197,55.7718,0.4505,3604,0.1643,0.0705,42.6,8.4,38.8,35.5,15.6,14.2,15.7,0.1612,"Three Rivers","rural","Three Rivers","Essex","51057"
"51057","Essex","Virginia","rural","2016",11130,20.4403,20.3235,0.2516,40.9254,83.3481,6.2162,13.3908,47527,12.0239,10.3665,47.1654,55.7718,0.4357,3689,0.1678,0.0811,42.6,8.4,38.8,35.5,15.6,14.2,15.7,0.7277,"Three Rivers","rural","Three Rivers","Essex","51057"
"51057","Essex","Virginia","rural","2017",11083,20.6172,21.1766,3.4106,37.8237,81.1469,5.5536,12.3115,50629,10.0763,10.5817,38.041,55.7718,0.4193,3610,0.1668,0.0737,42.6,8.4,38.8,35.5,15.6,14.2,15.7,0.9076,"Three Rivers","rural","Three Rivers","Essex","51057"
"51057","Essex","Virginia","rural","2018",11036,21.5567,20.4513,3.5339,38.7912,83.4805,5.0615,13.6874,52681,8.5573,12.7941,40,58.7721,0.4175,3462,0.1456,0,42.6,8.4,38.8,35.5,15.6,14.2,15.7,0.7275,"Three Rivers","rural","Three Rivers","Essex","51057"
"51057","Essex","Virginia","rural","2019",10998,22.2131,20.231,3.6007,39.2708,82.6208,6.8067,16.8025,51954,8.5827,15.1043,38.6925,62.0637,0.4236,3462,0.1456,0,42.6,8.4,38.8,35.5,15.6,14.2,15.7,0.374,"Three Rivers","rural","Three Rivers","Essex","51057"
"51059","Fairfax","Virginia","urban","2015",1128722,11.0556,24.0107,16.1157,9.3632,40.1023,4.7913,5.9638,112552,10.8739,4.593,52.7996,92.4312,0.4203,601102,0.3598,0.0905,25.2,6.4,33.6,22.2,8.4,9.8,8.6,0.1179,"Fairfax","urban","Fairfax","Fairfax","51059"
"51059","Fairfax","Virginia","urban","2016",1132887,11.5252,23.9833,16.0599,9.4754,39.7399,4.5891,5.9928,114329,10.2603,4.4575,52.5807,92.4312,0.4224,614698,0.3661,0.0877,25.2,6.4,33.6,22.2,8.4,9.8,8.6,0.4678,"Fairfax","urban","Fairfax","Fairfax","51059"
"51059","Fairfax","Virginia","urban","2017",1142004,12.1696,23.7309,16.1641,9.6659,39.3413,4.4262,6.1404,117515,9.4272,4.4774,52.2882,92.4312,0.4231,622961,0.3598,0.086,25.2,6.4,33.6,22.2,8.4,9.8,8.6,0.2564,"Fairfax","urban","Fairfax","Fairfax","51059"
"51059","Fairfax","Virginia","urban","2018",1143529,12.6111,23.6551,16.2262,9.7091,38.8962,4.1135,6.1658,121133,8.6213,4.252,52.0606,93.3015,0.4256,639985,0.3549,0,25.2,6.4,33.6,22.2,8.4,9.8,8.6,0.0047,"Fairfax","urban","Fairfax","Fairfax","51059"
"51059","Fairfax","Virginia","urban","2019",1145862,13.0839,23.5818,16.3336,9.8067,38.4455,3.8306,6.1169,124831,8.2253,4.2484,52.2221,94.1806,0.4258,639985,0.3549,0,25.2,6.4,33.6,22.2,8.4,9.8,8.6,0.2304,"Fairfax","urban","Fairfax","Fairfax","51059"
"51061","Fauquier","Virginia","urban","2015",67463,14.7221,24.2162,6.9831,7.41,66.466,4.9951,5.6115,91609,9.2659,5.5859,52.3064,84.4544,0.4241,20764,0.2501,0.1104,32,7.6,36.1,29.7,9.9,11.8,11.3,0.8798,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Fauquier","51061"
"51061","Fauquier","Virginia","urban","2016",68025,15.0768,23.9397,7.1782,7.5575,66.4567,4.002,5.9773,91221,8.5719,5.6886,50,84.4544,0.4302,21482,0.2443,0.1776,32,7.6,36.1,29.7,9.9,11.8,11.3,0.1375,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Fauquier","51061"
"51061","Fauquier","Virginia","urban","2017",68406,15.2589,23.7377,7.5154,7.5125,64.6953,3.994,6.1621,94775,8.3439,5.1916,50.8304,84.4544,0.424,22063,0.246,0.1756,32,7.6,36.1,29.7,9.9,11.8,11.3,0.396,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Fauquier","51061"
"51061","Fauquier","Virginia","urban","2018",69115,15.7563,23.6114,7.9549,7.3125,64.0912,3.3925,6.0804,97469,7.917,4.8576,52.0316,87.5478,0.4185,21987,0.2517,0,32,7.6,36.1,29.7,9.9,11.8,11.3,0.0098,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Fauquier","51061"
"51061","Fauquier","Virginia","urban","2019",69728,16.1829,23.4009,8.3051,7.4145,63.621,3.1604,5.8097,100783,7.5588,4.4947,51.8657,88.8038,0.4107,21987,0.2517,0,32,7.6,36.1,29.7,9.9,11.8,11.3,0.7181,"Rappahannock Rapidan","urban","Rappahannock Rapidan","Fauquier","51061"
"51063","Floyd","Virginia","urban","2015",15523,19.6676,20.9302,2.5768,2.5188,81.8424,5.7477,10.0486,48005,10.5669,13.4428,49.3209,68.2157,0.3962,2958,0.1667,0.141,37.9,8.8,40.6,31.8,12.7,13.9,15.2,0.4932,"New River","urban","New River","Floyd","51063"
"51063","Floyd","Virginia","urban","2016",15587,20.3952,20.6326,2.7138,2.284,82.2834,6.9227,11.8216,47288,9.589,12.6606,44.2857,68.2157,0.411,3117,0.1755,0.1235,37.9,8.8,40.6,31.8,12.7,13.9,15.2,0.1921,"New River","urban","New River","Floyd","51063"
"51063","Floyd","Virginia","urban","2017",15594,20.8991,20.3219,2.8216,2.5779,80.581,5.4866,12.0485,48396,7.3261,10.0404,47.8191,68.2157,0.4064,3256,0.1649,0.1404,37.9,8.8,40.6,31.8,12.7,13.9,15.2,0.4443,"New River","urban","New River","Floyd","51063"
"51063","Floyd","Virginia","urban","2018",15666,21.7477,20.0179,2.9618,1.9214,77.7411,2.4059,11.4322,49729,6.8128,8.7346,45.6672,70.8951,0.4157,3451,0.1704,0,37.9,8.8,40.6,31.8,12.7,13.9,15.2,0.7808,"New River","urban","New River","Floyd","51063"
"51063","Floyd","Virginia","urban","2019",15704,22.5229,19.5364,2.9419,1.5283,77.9069,2.293,10.3364,51521,9.2057,8.5169,49.8369,73.8642,0.4019,3451,0.1704,0,37.9,8.8,40.6,31.8,12.7,13.9,15.2,0.0379,"New River","urban","New River","Floyd","51063"
"51065","Fluvanna","Virginia","urban","2015",26014,17.4022,21.45,3.2021,14.4076,68.4904,5.1676,6.5525,63938,8.6605,6.0965,50.8772,82.2238,0.3876,4697,0.1995,0.0854,35.4,8.2,36.9,33.6,10.7,11.9,11.6,0.5475,"Thomas Jefferson","urban","Thomas Jefferson","Fluvanna","51065"
"51065","Fluvanna","Virginia","urban","2016",26046,18.4904,20.9898,3.2942,13.8793,68.9946,5.2981,6.9474,66425,8.1015,5.8602,46.1235,82.2238,0.395,4187,0.2262,0.0977,35.4,8.2,36.9,33.6,10.7,11.9,11.6,0.4811,"Thomas Jefferson","urban","Thomas Jefferson","Fluvanna","51065"
"51065","Fluvanna","Virginia","urban","2017",26109,18.0398,20.6327,3.2709,13.5547,67.7127,4.8236,6.0956,67964,8.0491,3.7472,47.9554,82.2238,0.3973,4371,0.2219,0.1135,35.4,8.2,36.9,33.6,10.7,11.9,11.6,0.3023,"Thomas Jefferson","urban","Thomas Jefferson","Fluvanna","51065"
"51065","Fluvanna","Virginia","urban","2018",26282,18.9674,20.1507,3.3483,13.4541,65.5005,5.1696,4.8856,74931,7.1895,3.4546,49.6847,86.1309,0.4611,4374,0.2209,0,35.4,8.2,36.9,33.6,10.7,11.9,11.6,0.6902,"Thomas Jefferson","urban","Thomas Jefferson","Fluvanna","51065"
"51065","Fluvanna","Virginia","urban","2019",26594,19.4104,20.1737,3.5234,14.2401,66.0669,2.3844,5.4782,76873,6.7682,2.7814,49.0275,86.0224,0.4488,4374,0.2209,0,35.4,8.2,36.9,33.6,10.7,11.9,11.6,0.2682,"Thomas Jefferson","urban","Thomas Jefferson","Fluvanna","51065"
"51067","Franklin","Virginia","urban","2015",56315,19.9698,19.7976,2.6583,8.4507,79.4633,6.2446,14.8561,46870,13.0908,12.7043,43.9206,67.8533,0.4377,14521,0.1705,0.0813,39.6,8.8,39.8,35.3,13.9,14.1,15.1,0.8962,"West Piedmont","urban","West Piedmont","Franklin","51067"
"51067","Franklin","Virginia","urban","2016",56230,20.7025,19.5981,2.689,8.2625,79.3502,6.3529,14.5503,48720,12.1622,11.6121,46.2765,67.8533,0.4373,15218,0.1664,0.0957,39.6,8.8,39.8,35.3,13.9,14.1,15.1,0.8512,"West Piedmont","urban","West Piedmont","Franklin","51067"
"51067","Franklin","Virginia","urban","2017",56277,21.3675,19.4484,2.6903,7.9837,79.3496,5.4133,14.8369,51208,11.2383,10.7443,47.5468,67.8533,0.4386,15720,0.167,0.0935,39.6,8.8,39.8,35.3,13.9,14.1,15.1,0.7094,"West Piedmont","urban","West Piedmont","Franklin","51067"
"51067","Franklin","Virginia","urban","2018",56233,22.2645,19.3481,2.7528,7.821,79.4658,5.0123,16.4112,52639,10.4371,10.9938,45.4155,70.4726,0.4591,15857,0.1599,0,39.6,8.8,39.8,35.3,13.9,14.1,15.1,0.3888,"West Piedmont","urban","West Piedmont","Franklin","51067"
"51067","Franklin","Virginia","urban","2019",56187,22.7757,19.2162,2.7871,7.5178,78.149,4.7197,14.4664,56254,9.3563,9.7274,46.011,74.3271,0.4591,15857,0.1599,0,39.6,8.8,39.8,35.3,13.9,14.1,15.1,0.8677,"West Piedmont","urban","West Piedmont","Franklin","51067"
"51069","Frederick","Virginia","urban","2015",81340,14.5316,23.9316,7.2252,4.4455,70.9067,5.2398,6.5421,69098,11.5685,6.6203,50.3181,76.6093,0.3981,24747,0.1694,0.0814,32.9,7.7,36,32.4,10.4,12.7,12.2,0.5945,"Lord Fairfax","urban","Lord Fairfax","Frederick","51069"
"51069","Frederick","Virginia","urban","2016",82321,15.0472,23.5954,7.438,4.0609,71.175,5.0493,5.9228,68929,10.9711,5.6997,49.2059,76.6093,0.3967,26280,0.1696,0.0806,32.9,7.7,36,32.4,10.4,12.7,12.2,0.6586,"Lord Fairfax","urban","Lord Fairfax","Frederick","51069"
"51069","Frederick","Virginia","urban","2017",83784,15.6677,23.3804,7.7843,4.0079,72.2587,4.1189,5.5675,71037,10.2297,4.6631,53.3091,76.6093,0.3903,27333,0.1696,0.0797,32.9,7.7,36,32.4,10.4,12.7,12.2,0.5347,"Lord Fairfax","urban","Lord Fairfax","Frederick","51069"
"51069","Frederick","Virginia","urban","2018",85153,16.2108,23.2335,8.224,4.068,71.9346,3.6715,6.2451,73250,9.8802,4.7784,53.0255,79.5176,0.3926,26419,0.1729,0,32.9,7.7,36,32.4,10.4,12.7,12.2,0.0917,"Lord Fairfax","urban","Lord Fairfax","Frederick","51069"
"51069","Frederick","Virginia","urban","2019",86415,16.7957,23.0759,8.5957,3.9403,71.7445,3.2287,6.1643,78002,8.4997,5.0249,54.8561,81.5986,0.3905,26419,0.1729,0,32.9,7.7,36,32.4,10.4,12.7,12.2,0.1564,"Lord Fairfax","urban","Lord Fairfax","Frederick","51069"
"51071","Giles","Virginia","urban","2015",16907,19.9799,20.4886,1.2066,1.5556,84.1543,4.8053,11.3213,46390,15.065,9.9862,51.1265,72.6721,0.4295,4653,0.1644,0.0453,37.2,8.6,40,33.3,12.1,14,14.8,0.5755,"New River","urban","New River","Giles","51071"
"51071","Giles","Virginia","urban","2016",16871,19.8921,21.0065,1.5115,2.4954,84.1424,4.6721,11.8254,47675,13.619,8.6557,51.3158,72.6721,0.4124,4693,0.1775,0.0601,37.2,8.6,40,33.3,12.1,14,14.8,0.9063,"New River","urban","New River","Giles","51071"
"51071","Giles","Virginia","urban","2017",16867,20.6201,20.4186,1.6067,2.3834,82.9717,4.8178,11.258,49734,10.641,8.2252,55.1454,72.6721,0.3973,4546,0.1813,0.0645,37.2,8.6,40,33.3,12.1,14,14.8,0.826,"New River","urban","New River","Giles","51071"
