"county_id","county_name","state_name","srhp_rural","year","total_pop","over_65","under_18","hispanic","black","no_ba","unempl","in_pov","median_hh_income","no_health_ins","snap","rent_under_30","have_internet_sub","gini","total_jobs","perc_ba_jobs","perc_jobs_young_firms","bphigh_crudeprev","cancer_crudeprev","highchol_crudeprev","obesity_crudeprev","diabetes_crudeprev","mhlth_crudeprev","phlth_crudeprev","health_access","HealthDistrict","region_type","health_district","name","id"
"51005","Alleghany","Virginia","rural","2015",16066,23.2727,19.8307,1.444,5.2907,84.2503,5.0646,17.0124,45007,8.6503,12.417,47.0222,65.9482,0.4215,4260,0.185,0.0915,41.3,9.1,41.4,35.4,14.3,14.9,16.9,0.3765,"Alleghany","rural","Alleghany","Alleghany","51005"
"51005","Alleghany","Virginia","rural","2016",15919,23.9023,19.461,1.4323,5.2076,83.7116,4.5576,18.2946,45538,8.3206,13.0022,46.1008,65.9482,0.4314,4134,0.1838,0.0806,41.3,9.1,41.4,35.4,14.3,14.9,16.9,0.2738,"Alleghany","rural","Alleghany","Alleghany","51005"
"51005","Alleghany","Virginia","rural","2017",15489,23.0874,19.4848,1.4268,5.4619,84.1985,4.3732,19.2809,46020,7.3632,13.8217,42.9007,65.9482,0.4367,3924,0.1781,0.1055,41.3,9.1,41.4,35.4,14.3,14.9,16.9,0.9254,"Alleghany","rural","Alleghany","Alleghany","51005"
"51005","Alleghany","Virginia","rural","2018",15286,23.2958,19.2267,1.4261,5.384,84.6045,5.5755,20.2343,47794,7.0259,13.8555,40.2261,67.8534,0.4468,4156,0.1788,0,41.3,9.1,41.4,35.4,14.3,14.9,16.9,0.7031,"Alleghany","rural","Alleghany","Alleghany","51005"
"51005","Alleghany","Virginia","rural","2019",15157,23.7976,18.8956,1.4845,5.8125,84.9662,4.4013,19.7235,47673,6.4666,14.1515,39.0944,70.6515,0.4595,4156,0.1788,0,41.3,9.1,41.4,35.4,14.3,14.9,16.9,0.0292,"Alleghany","rural","Alleghany","Alleghany","51005"
"51007","Amelia","Virginia","urban","2015",12777,17.4845,21.3352,1.0175,24.325,85.4624,4.9799,11.6147,56850,14.3477,13.1165,26.7045,70.8874,0.3973,2297,0.1754,0.084,40.3,8.1,39.5,35.8,13.7,14.3,14.9,0.8087,"Piedmont","urban","Piedmont","Amelia","51007"
"51007","Amelia","Virginia","urban","2016",12793,18.1662,21.246,1.1881,23.5285,85.9256,4.0307,11.5555,58269,14.3667,11.1454,29.0647,70.8874,0.3772,2452,0.1701,0.104,40.3,8.1,39.5,35.8,13.7,14.3,14.9,0.6432,"Piedmont","urban","Piedmont","Amelia","51007"
"51007","Amelia","Virginia","urban","2017",12802,18.4659,21.1217,1.1092,23.7229,85.5055,3.2633,12.9711,58535,12.8365,10.5129,34.5006,70.8874,0.3808,2500,0.1736,0.1008,40.3,8.1,39.5,35.8,13.7,14.3,14.9,0.0173,"Piedmont","urban","Piedmont","Amelia","51007"
"51007","Amelia","Virginia","urban","2018",12854,18.8657,21.6042,2.9796,21.293,84.0975,2.773,13.3767,58526,11.1747,10.6285,42.3639,75.2767,0.4218,2402,0.1665,0,40.3,8.1,39.5,35.8,13.7,14.3,14.9,0.597,"Piedmont","urban","Piedmont","Amelia","51007"
"51007","Amelia","Virginia","urban","2019",12953,19.1693,21.4313,3.0109,21.192,82.8611,3.4158,10.6912,57946,10.3491,7.4687,47.9948,72.2648,0.4392,2402,0.1665,0,40.3,8.1,39.5,35.8,13.7,14.3,14.9,0.6071,"Piedmont","urban","Piedmont","Amelia","51007"
"51009","Amherst","Virginia","urban","2015",32148,18.2189,20.3652,2.137,18.3931,81.6893,6.6408,13.0248,47558,11.8455,12.654,49.562,62.6259,0.4187,9563,0.174,0.0722,38.2,8.3,38,32.8,14.2,14.2,15.2,0.0928,"Central Virginia","urban","Central Virginia","Amherst","51009"
"51009","Amherst","Virginia","urban","2016",31999,18.8662,20.1163,2.1844,17.8662,81.1202,5.527,14.0969,47002,12.0514,11.7747,45.1602,62.6259,0.4179,9095,0.1728,0.084,38.2,8.3,38,32.8,14.2,14.2,15.2,0.6179,"Central Virginia","urban","Central Virginia","Amherst","51009"
"51009","Amherst","Virginia","urban","2017",31819,19.5104,20.0258,2.2628,17.565,80.0517,5.5523,13.426,49677,10.092,9.711,43.6539,62.6259,0.4182,8942,0.173,0.0901,38.2,8.3,38,32.8,14.2,14.2,15.2,0.5233,"Central Virginia","urban","Central Virginia","Amherst","51009"
"51009","Amherst","Virginia","urban","2018",31882,20.0238,19.8294,2.4277,17.7843,80.7825,6.0927,13.9484,49170,10.341,10.1544,46.1596,65.9083,0.4109,8546,0.1714,0,38.2,8.3,38,32.8,14.2,14.2,15.2,0.2361,"Central Virginia","urban","Central Virginia","Amherst","51009"
"51009","Amherst","Virginia","urban","2019",31775,20.557,19.6286,2.4107,17.967,80.9048,5.7864,13.9608,52888,9.3387,9.9671,40.6183,69.8355,0.4197,8546,0.1714,0,38.2,8.3,38,32.8,14.2,14.2,15.2,0.2412,"Central Virginia","urban","Central Virginia","Amherst","51009"
"51011","Appomattox","Virginia","urban","2015",15208,18.6086,21.9292,1.2165,20.2854,82.2961,6.5571,17.6502,48823,10.5173,16.7594,34.8285,60.575,0.4256,2784,0.1394,0.0837,38.7,8.3,38.3,34.4,13.4,14.2,15,0.2773,"Central Virginia","urban","Central Virginia","Appomattox","51011"
"51011","Appomattox","Virginia","urban","2016",15314,18.9696,21.8623,1.2146,20.5629,80.4498,4.4873,17.3087,52134,9.2836,17.2472,36.214,60.575,0.4293,2827,0.1539,0.1344,38.7,8.3,38.3,34.4,13.4,14.2,15,0.1468,"Central Virginia","urban","Central Virginia","Appomattox","51011"
"51011","Appomattox","Virginia","urban","2017",15462,19.5124,21.6207,1.2676,20.0686,79.3717,3.5355,14.3768,54875,8.4947,17.653,40.1415,60.575,0.425,2917,0.1423,0.1337,38.7,8.3,38.3,34.4,13.4,14.2,15,0.0317,"Central Virginia","urban","Central Virginia","Appomattox","51011"
"51011","Appomattox","Virginia","urban","2018",15577,19.9011,21.4675,1.4637,19.8241,80.2327,3.7931,13.5339,56176,8.2178,15.1436,43.906,66.1034,0.4242,2971,0.1515,0,38.7,8.3,38.3,34.4,13.4,14.2,15,0.5358,"Central Virginia","urban","Central Virginia","Appomattox","51011"
"51011","Appomattox","Virginia","urban","2019",15707,20.2649,21.3281,1.6553,19.7683,79.1344,3.2469,13.1976,58696,8.578,13.955,40.6204,69.7751,0.4331,2971,0.1515,0,38.7,8.3,38.3,34.4,13.4,14.2,15,0.554,"Central Virginia","urban","Central Virginia","Appomattox","51011"
"51013","Arlington","Virginia","urban","2015",223945,9.0759,16.6527,15.4632,8.4556,27.1152,3.6156,9.0393,105763,9.6731,4.3762,58.3315,90.2424,0.4404,151123,0.3376,0.0871,23.4,5.3,28.5,20.1,6.8,9.9,7.6,0.6272,"Arlington","urban","Arlington","Arlington","51013"
"51013","Arlington","Virginia","urban","2016",226092,9.3281,17.0493,15.3813,8.6146,26.3354,3.3376,8.7463,108706,8.5848,4.3691,58.2046,90.2424,0.4377,152644,0.3485,0.0938,23.4,5.3,28.5,20.1,6.8,9.9,7.6,0.3206,"Arlington","urban","Arlington","Arlington","51013"
"51013","Arlington","Virginia","urban","2017",229534,9.8256,17.2968,15.5476,8.8344,25.8666,3.1449,8.1602,112138,7.84,4.2391,58.2372,90.2424,0.44,154139,0.3439,0.0938,23.4,5.3,28.5,20.1,6.8,9.9,7.6,0.3553,"Arlington","urban","Arlington","Arlington","51013"
"51013","Arlington","Virginia","urban","2018",231803,10.1306,17.5912,15.6081,8.9632,25.4387,2.8736,7.1508,117374,6.6018,3.7922,59.0083,90.7006,0.4355,160028,0.3397,0,23.4,5.3,28.5,20.1,6.8,9.9,7.6,0.3509,"Arlington","urban","Arlington","Arlington","51013"
"51013","Arlington","Virginia","urban","2019",233464,10.4791,17.8045,15.5806,9.1492,24.7007,2.6563,6.785,120071,5.9099,3.526,59.2738,91.5315,0.4409,160028,0.3397,0,23.4,5.3,28.5,20.1,6.8,9.9,7.6,0.4755,"Arlington","urban","Arlington","Arlington","51013"
"51015","Augusta","Virginia","rural","2015",74053,18.2991,20.2139,2.3618,4.0458,78.0068,4.6861,9.5252,54558,10.5821,8.4725,45.7394,70.6356,0.4329,24111,0.1865,0.0671,35.5,8.3,37.8,33.3,11.9,13.2,13.3,0.4967,"Central Shenandoah","rural","Central Shenandoah","Augusta","51015"
"51015","Augusta","Virginia","rural","2016",74330,18.8201,20.0283,2.427,4.0266,76.6797,4.8727,9.2444,56802,10.441,7.912,50.1374,70.6356,0.4378,24833,0.1829,0.0781,35.5,8.3,37.8,33.3,11.9,13.2,13.3,0.4894,"Central Shenandoah","rural","Central Shenandoah","Augusta","51015"
"51015","Augusta","Virginia","rural","2017",74390,19.2351,19.8226,2.5353,4.0462,76.5664,4.0959,8.8343,59544,9.6346,7.2942,50.0332,70.6356,0.4378,24826,0.174,0.0859,35.5,8.3,37.8,33.3,11.9,13.2,13.3,0.7194,"Central Shenandoah","rural","Central Shenandoah","Augusta","51015"
"51015","Augusta","Virginia","rural","2018",74701,19.8404,19.5151,2.6372,4.1713,76.4641,3.6232,9.2156,61305,8.9395,8.2978,52.5295,73.0484,0.4115,25405,0.1862,0,35.5,8.3,37.8,33.3,11.9,13.2,13.3,0.0629,"Central Shenandoah","rural","Central Shenandoah","Augusta","51015"
"51015","Augusta","Virginia","rural","2019",75079,20.4691,19.1398,2.821,4.2555,77.2705,3.496,8.6587,62711,7.8582,7.6678,53.4621,76.3702,0.41,25405,0.1862,0,35.5,8.3,37.8,33.3,11.9,13.2,13.3,0.8032,"Central Shenandoah","rural","Central Shenandoah","Augusta","51015"
"51017","Bath","Virginia","rural","2015",4583,22.5616,20.4233,3.4693,3.4257,78.1808,5.9829,7.7317,43646,13.9571,7.6887,70.8141,66.9735,0.5099,2128,0.1574,0.0799,42.1,9.4,42.3,33.2,15.6,15,17.7,0.3912,"Central Shenandoah","rural","Central Shenandoah","Bath","51017"
"51017","Bath","Virginia","rural","2016",4558,20.9961,19.219,3.0057,2.1062,84.5641,8.6813,8.3745,44985,10.7627,9.7433,75.816,66.9735,0.4293,2221,0.1684,0.1378,42.1,9.4,42.3,33.2,15.6,15,17.7,0.5355,"Central Shenandoah","rural","Central Shenandoah","Bath","51017"
"51017","Bath","Virginia","rural","2017",4458,17.8107,21.2876,5.6528,2.6694,84.1056,9.0789,9.2571,44483,13.6384,11.7488,70.7469,66.9735,0.4589,2160,0.1745,0.0875,42.1,9.4,42.3,33.2,15.6,15,17.7,0.7614,"Central Shenandoah","rural","Central Shenandoah","Bath","51017"
"51017","Bath","Virginia","rural","2018",4393,19.6904,16.2304,3.756,1.7756,85.0888,8.7658,11.2918,46137,15.3134,9.4047,61.5108,65.4327,0.4506,2138,0.1684,0,42.1,9.4,42.3,33.2,15.6,15,17.7,0.8402,"Central Shenandoah","rural","Central Shenandoah","Bath","51017"
"51017","Bath","Virginia","rural","2019",4307,22.4054,16.8098,3.6917,3.0183,84.1169,8.0433,10.8721,49738,11.6285,10.3276,58.7838,69.5169,0.3879,2138,0.1684,0,42.1,9.4,42.3,33.2,15.6,15,17.7,0.3337,"Central Shenandoah","rural","Central Shenandoah","Bath","51017"
"51019","Bedford","Virginia","rural","2015",76463,18.6469,21.1828,1.9107,7.1198,73.2813,5.8277,9.7184,56316,9.2717,9.1759,43.4767,72.7293,0.4233,12758,0.1661,0.0941,37.3,8.5,38.7,31.6,12.1,12.7,12.9,0.1469,"Central Virginia","rural","Central Virginia","Bedford","51019"
"51019","Bedford","Virginia","rural","2016",76933,19.3194,20.874,1.9653,6.9476,72.1964,4.7173,9.2032,56725,8.4054,7.9167,45.1344,72.7293,0.4314,13087,0.1675,0.1137,37.3,8.5,38.7,31.6,12.1,12.7,12.9,0.8019,"Central Virginia","rural","Central Virginia","Bedford","51019"
"51019","Bedford","Virginia","rural","2017",77319,19.8347,20.6379,2.0461,6.9944,71.7418,4.3496,8.8979,59405,7.7891,8.0642,48.5938,72.7293,0.4282,13152,0.1575,0.1201,37.3,8.5,38.7,31.6,12.1,12.7,12.9,0.4941,"Central Virginia","rural","Central Virginia","Bedford","51019"
"51019","Bedford","Virginia","rural","2018",77908,20.3535,20.2316,2.1127,6.8029,71.1419,4.0209,9.116,61541,8.071,7.0916,47.5235,75.713,0.4322,13421,0.16,0,37.3,8.5,38.7,31.6,12.1,12.7,12.9,0.0844,"Central Virginia","rural","Central Virginia","Bedford","51019"
"51019","Bedford","Virginia","rural","2019",78376,20.852,20.1631,2.1945,6.8694,70.7925,3.6138,8.8969,64199,7.0636,6.7599,48.5103,76.9103,0.4408,13421,0.16,0,37.3,8.5,38.7,31.6,12.1,12.7,12.9,0.5683,"Central Virginia","rural","Central Virginia","Bedford","51019"
"51021","Bland","Virginia","rural","2015",6662,19.5587,16.9469,1.3209,5.0285,85.8606,8.6909,10.8472,45294,8.7306,15.3787,40,69.0355,0.3834,2039,0.1942,0.0848,36.8,8.5,38.2,31.8,11.5,13,13.3,0.0032,"Mount Rogers","rural","Mount Rogers","Bland","51021"
"51021","Bland","Virginia","rural","2016",6612,19.8276,16.1827,0.5898,4.3255,83.8253,6.4944,9.6892,47800,9.5587,11.6361,43.6123,69.0355,0.3953,2073,0.1857,0.0555,36.8,8.5,38.2,31.8,11.5,13,13.3,0.911,"Mount Rogers","rural","Mount Rogers","Bland","51021"
"51021","Bland","Virginia","rural","2017",6524,20.5395,16.0331,0.5058,4.7823,85.8054,6.7221,8.3391,46927,8.5704,11.6751,35.5056,69.0355,0.4111,2147,0.1761,0.0531,36.8,8.5,38.2,31.8,11.5,13,13.3,0.9209,"Mount Rogers","rural","Mount Rogers","Bland","51021"
"51021","Bland","Virginia","rural","2018",6447,21.8241,16.2711,0.7445,1.8458,82.5886,7.1247,8.4282,50511,8.4574,11.4943,34.4037,73.0876,0.4065,2080,0.1611,0,36.8,8.5,38.2,31.8,11.5,13,13.3,0.4834,"Mount Rogers","rural","Mount Rogers","Bland","51021"
"51021","Bland","Virginia","rural","2019",6388,22.511,16.1866,1.268,3.804,85.8241,5.3777,10.292,48531,7.4918,11.7448,35.2273,71.3561,0.4122,2080,0.1611,0,36.8,8.5,38.2,31.8,11.5,13,13.3,0.4277,"Mount Rogers","rural","Mount Rogers","Bland","51021"
"51023","Botetourt","Virginia","urban","2015",33155,19.1314,20.8385,1.4085,3.4565,73.8029,4.5503,8.2255,60454,4.8683,5.3589,49.0306,75.6912,0.4318,10498,0.1691,0.1198,35.5,8.8,37.8,31.2,11,12.1,12.7,0.5524,"Alleghany","urban","Alleghany","Botetourt","51023"
"51023","Botetourt","Virginia","urban","2016",33192,19.9837,20.3423,1.4522,3.0339,72.6637,4.0954,8.3143,61470,4.9888,5.5393,51.3151,75.6912,0.4382,11124,0.1655,0.139,35.5,8.8,37.8,31.2,11,12.1,12.7,0.8688,"Alleghany","urban","Alleghany","Botetourt","51023"
"51023","Botetourt","Virginia","urban","2017",33149,20.5527,19.9765,1.5717,3.1042,71.6944,3.8319,7.6742,64733,4.7842,5.1367,49.5927,75.6912,0.4479,10591,0.1732,0.1245,35.5,8.8,37.8,31.2,11,12.1,12.7,0.4055,"Alleghany","urban","Alleghany","Botetourt","51023"
"51023","Botetourt","Virginia","urban","2018",33222,21.2299,19.7911,1.6465,2.992,71.2807,3.9319,8.005,68410,4.9413,4.9844,48.6173,77.0306,0.4156,11354,0.1722,0,35.5,8.8,37.8,31.2,11,12.1,12.7,0.4919,"Alleghany","urban","Alleghany","Botetourt","51023"
"51023","Botetourt","Virginia","urban","2019",33343,21.8996,19.4674,1.7035,2.9811,71.6751,3.1701,6.4546,71110,4.1117,4.4707,48.7617,80.6695,0.4114,11354,0.1722,0,35.5,8.8,37.8,31.2,11,12.1,12.7,0.1698,"Alleghany","urban","Alleghany","Botetourt","51023"
"51025","Brunswick","Virginia","rural","2015",16930,18.2044,17.9149,1.9256,55.7826,86.8874,10.4706,22.2402,36919,13.4135,24.1886,26.0488,57.8042,0.4669,3930,0.1573,0.1232,44.3,7.5,38.4,41.2,16.9,15.1,16.8,0.9455,"Southside","rural","Southside","Brunswick","51025"
"51025","Brunswick","Virginia","rural","2016",16573,19.0129,17.8664,1.9852,54.8543,87.6131,6.7902,21.9027,38858,12.4296,23.0481,29.3682,57.8042,0.4434,3865,0.163,0.0818,44.3,7.5,38.4,41.2,16.9,15.1,16.8,0.9506,"Southside","rural","Southside","Brunswick","51025"
"51025","Brunswick","Virginia","rural","2017",16435,19.6836,18.132,2.0992,54.1527,86.9485,7.7671,20.8914,40871,8.6556,21.2302,29.632,57.8042,0.4391,3659,0.17,0.103,44.3,7.5,38.4,41.2,16.9,15.1,16.8,0.2798,"Southside","rural","Southside","Brunswick","51025"
"51025","Brunswick","Virginia","rural","2018",16665,20.204,16.9217,2.1842,54.7315,85.6817,7.1429,21.4177,41927,8.3446,22.6356,31.0164,63.0952,0.4395,3595,0.1624,0,44.3,7.5,38.4,41.2,16.9,15.1,16.8,0.6119,"Southside","rural","Southside","Brunswick","51025"
"51025","Brunswick","Virginia","rural","2019",16520,20.8959,16.6889,2.2397,54.4552,86.4283,9.5753,20.4063,44434,7.8946,21.4676,38.7224,66.8544,0.423,3595,0.1624,0,44.3,7.5,38.4,41.2,16.9,15.1,16.8,0.2499,"Southside","rural","Southside","Brunswick","51025"
"51027","Buchanan","Virginia","rural","2015",23486,18.7984,17.9426,0.3151,2.6697,90.1066,10.5865,26.1202,29679,12.4744,21.3726,28.3994,59.4214,0.4665,6710,0.1523,0.0407,41.8,8.6,42.3,35.8,15.8,17.7,20.1,0.7862,"Cumberland Plateau","rural","Cumberland Plateau","Buchanan","51027"
"51027","Buchanan","Virginia","rural","2016",23158,19.3238,18.0154,0.272,2.8068,90.063,9.6804,23.9434,30335,14.006,20.6708,32.3814,59.4214,0.468,6039,0.1624,0.0505,41.8,8.6,42.3,35.8,15.8,17.7,20.1,0.8491,"Cumberland Plateau","rural","Cumberland Plateau","Buchanan","51027"
"51027","Buchanan","Virginia","rural","2017",22611,19.9814,17.863,0.2698,2.8216,89.2223,8.557,26.4884,30828,13.565,20.7936,37.618,59.4214,0.4787,6233,0.1545,0.0993,41.8,8.6,42.3,35.8,15.8,17.7,20.1,0.9826,"Cumberland Plateau","rural","Cumberland Plateau","Buchanan","51027"
"51027","Buchanan","Virginia","rural","2018",22138,20.6071,17.9736,0.4336,2.8955,89.4307,8.1054,27.6603,30806,13.6479,20.257,45.1182,60.8725,0.4645,6610,0.1578,0,41.8,8.6,42.3,35.8,15.8,17.7,20.1,0.6794,"Cumberland Plateau","rural","Cumberland Plateau","Buchanan","51027"
"51027","Buchanan","Virginia","rural","2019",21788,21.4292,18.0375,0.4865,2.7171,88.2418,7.2143,28.3594,31956,12.4342,19.9323,47.2737,65.2585,0.4675,6610,0.1578,0,41.8,8.6,42.3,35.8,15.8,17.7,20.1,0.2964,"Cumberland Plateau","rural","Cumberland Plateau","Buchanan","51027"
"51029","Buckingham","Virginia","urban","2015",17068,15.9948,19.4633,2.1502,34.468,89.5865,11.2356,19.1006,40331,15.7846,18.8292,33.0414,60,0.4131,3133,0.1797,0.0916,41,7.4,37.7,40.9,15.2,15.3,16.4,0.0523,"Piedmont","urban","Piedmont","Buckingham","51029"
"51029","Buckingham","Virginia","urban","2016",17030,16.6588,19.4715,2.3664,34.2043,88.0976,8.701,17.5877,43514,14.2867,17.4372,34.0807,60,0.4143,3511,0.1618,0.0857,41,7.4,37.7,40.9,15.2,15.3,16.4,0.4302,"Piedmont","urban","Piedmont","Buckingham","51029"
"51029","Buckingham","Virginia","urban","2017",17048,17.5974,19.0697,2.3522,34.5495,88.6314,8.3392,16.6377,46610,13.2241,16.6871,34.5416,60,0.4154,3359,0.1625,0.1084,41,7.4,37.7,40.9,15.2,15.3,16.4,0.4452,"Piedmont","urban","Piedmont","Buckingham","51029"
"51029","Buckingham","Virginia","urban","2018",17004,18.2722,18.7132,2.3994,34.2037,88.7083,6.8552,17.1305,46261,12.0935,15.3252,40.7074,61.2322,0.4007,3417,0.1563,0,41,7.4,37.7,40.9,15.2,15.3,16.4,0.0641,"Piedmont","urban","Piedmont","Buckingham","51029"
"51029","Buckingham","Virginia","urban","2019",17059,19.2508,18.3539,2.4093,34.4979,87.5178,7.0168,15.7512,49025,10.979,14.2293,41.9377,65.0189,0.397,3417,0.1563,0,41,7.4,37.7,40.9,15.2,15.3,16.4,0.0682,"Piedmont","urban","Piedmont","Buckingham","51029"
"51031","Campbell","Virginia","urban","2015",55012,17.6489,20.7318,1.9159,13.9788,80.7417,5.9464,13.4221,47699,11.3102,12.5511,44.3188,71.3155,0.4246,16666,0.1588,0.0683,35.4,8,37.6,38.4,13,14.1,14.5,0.8762,"Central Virginia","urban","Central Virginia","Campbell","51031"
"51031","Campbell","Virginia","urban","2016",55061,18.129,20.5409,1.976,14.0135,79.6342,4.3187,12.4908,47005,9.718,11.2631,48.9531,71.3155,0.4308,17369,0.157,0.0809,35.4,8,37.6,38.4,13,14.1,14.5,0.3106,"Central Virginia","urban","Central Virginia","Campbell","51031"
"51031","Campbell","Virginia","urban","2017",55158,18.6501,20.2781,2.1447,13.9998,78.4814,3.3654,11.6829,48823,9.4372,10.9563,47.7654,71.3155,0.4354,17484,0.1627,0.081,35.4,8,37.6,38.4,13,14.1,14.5,0.1894,"Central Virginia","urban","Central Virginia","Campbell","51031"
"51031","Campbell","Virginia","urban","2018",55170,19.1336,19.9819,2.3527,14.3266,77.4802,3.6668,11.7701,50258,9.8149,10.6286,53.0953,73.0017,0.4397,17780,0.1503,0,35.4,8,37.6,38.4,13,14.1,14.5,0.5906,"Central Virginia","urban","Central Virginia","Campbell","51031"
"51031","Campbell","Virginia","urban","2019",55225,19.5727,19.9457,2.5242,14.0063,77.5499,3.6997,10.9729,49664,9.0231,10.7321,50.163,74.0757,0.4295,17780,0.1503,0,35.4,8,37.6,38.4,13,14.1,14.5,0.4607,"Central Virginia","urban","Central Virginia","Campbell","51031"
"51033","Caroline","Virginia","urban","2015",29349,14.4366,22.7435,3.9627,29.2582,80.8289,8.027,13.2565,59227,11.7692,15.2689,47.1868,68.6454,0.4009,4964,0.1807,0.0826,36.3,7.2,36,37.6,12.3,13.5,13,0.5511,"Rappahannock","urban","Rappahannock","Caroline","51033"
"51033","Caroline","Virginia","urban","2016",29640,14.9865,22.915,4.1363,29.2004,81.2127,6.4376,13.0828,57294,9.7324,13.8896,50.7371,68.6454,0.3825,5102,0.1784,0.0806,36.3,7.2,36,37.6,12.3,13.5,13,0.6444,"Rappahannock","urban","Rappahannock","Caroline","51033"
"51033","Caroline","Virginia","urban","2017",29889,15.3869,23.0587,4.3093,28.7698,80.8499,5.6757,11.9078,60925,8.5951,11.9741,55.4728,68.6454,0.3882,5046,0.1782,0.1005,36.3,7.2,36,37.6,12.3,13.5,13,0.1581,"Rappahannock","urban","Rappahannock","Caroline","51033"
"51033","Caroline","Virginia","urban","2018",30184,15.929,23.1281,4.5753,27.9221,79.9288,4.8393,8.2676,64715,6.9504,10.5215,50.2203,70.4977,0.4088,5009,0.1757,0,36.3,7.2,36,37.6,12.3,13.5,13,0.892,"Rappahannock","urban","Rappahannock","Caroline","51033"
"51033","Caroline","Virginia","urban","2019",30381,15.9935,23.021,4.8254,27.0268,80.109,3.3065,8.8012,65103,7.4496,11.0543,43.3904,74.429,0.408,5009,0.1757,0,36.3,7.2,36,37.6,12.3,13.5,13,0.6484,"Rappahannock","urban","Rappahannock","Caroline","51033"
"51035","Carroll","Virginia","rural","2015",29856,21.1616,19.5974,2.9341,0.9278,85.498,6.6781,16.8968,35000,14.1328,14.7912,33.0422,63.0023,0.4426,6217,0.1573,0.0946,39.5,9.1,40.3,36.6,13.8,14.6,16.7,0.6226,"Mount Rogers","rural","Mount Rogers","Carroll","51035"
