"county_id","census_tract_fips","tract_name","county_name","state_name","srhp_rural","year","total_pop","over_65","under_18","hispanic","black","no_ba","unempl","in_pov","median_hh_income","no_health_ins","snap","rent_under_30","have_internet_sub","gini","total_jobs","perc_ba_jobs","perc_jobs_young_firms","bphigh_crudeprev","cancer_crudeprev","highchol_crudeprev","obesity_crudeprev","diabetes_crudeprev","mhlth_crudeprev","phlth_crudeprev","health_access","region_type","health_district","name","id"
"51001","51001090300","Census Tract 903","Accomack","Virginia","rural","2019",2439,17.2202,21.1152,9.1021,18.7372,91.8083,9.9356,21.9059,35833,22.3042,20.9901,42.2018,60.9901,0.4903,129,0.1085,0,41.2,7.8,40.3,40.5,16.1,16.9,18.4,0.004,"rural","Eastern Shore","Census Tract 903","51001090300"
"51001","51001090400","Census Tract 904","Accomack","Virginia","rural","2015",6328,15.8976,23.0563,24.2415,38.859,91.7898,6.104,20.5124,40865,30.0786,22.0459,61.7073,52.3879,0.468,3577,0.1591,0.0145,41.4,6.6,37.4,43.5,17.3,17.5,18.5,0.2759,"rural","Eastern Shore","Census Tract 904","51001090400"
"51001","51001090400","Census Tract 904","Accomack","Virginia","rural","2016",6165,16.9181,22.2547,26.1152,38.7997,92.9483,6.5504,27.9605,32222,28.7919,25.4032,41.055,52.3879,0.5086,2161,0.2642,0.0333,41.4,6.6,37.4,43.5,17.3,17.5,18.5,0.7217,"rural","Eastern Shore","Census Tract 904","51001090400"
"51001","51001090400","Census Tract 904","Accomack","Virginia","rural","2017",6097,15.7947,25.7504,22.9785,43.6936,89.4642,4.3988,30.8423,35885,30.229,22.6121,40.5542,52.3879,0.5106,2165,0.2522,0.0342,41.4,6.6,37.4,43.5,17.3,17.5,18.5,0.2614,"rural","Eastern Shore","Census Tract 904","51001090400"
"51001","51001090400","Census Tract 904","Accomack","Virginia","rural","2018",6332,14.7505,28.2059,21.4782,45.1042,88.5678,2.8822,29.2265,39037,25.9579,18.9062,42.8115,56.5299,0.4798,2158,0.2498,0,41.4,6.6,37.4,43.5,17.3,17.5,18.5,0.5114,"rural","Eastern Shore","Census Tract 904","51001090400"
"51001","51001090400","Census Tract 904","Accomack","Virginia","rural","2019",6603,15.6747,27.639,23.1864,39.2852,88.3389,4.0216,31.6044,43558,30.6358,17.7261,47.043,62.9812,0.4702,2158,0.2498,0,41.4,6.6,37.4,43.5,17.3,17.5,18.5,0.0618,"rural","Eastern Shore","Census Tract 904","51001090400"
"51001","51001090500","Census Tract 905","Accomack","Virginia","rural","2015",2501,20.112,21.7113,9.4762,29.948,82.3698,7.3909,21.6205,36581,24.7101,7.3794,46.1268,56.6512,0.4435,754,0.2241,0.0769,38.9,7.2,37.4,40.5,15.3,16.3,17,0.939,"rural","Eastern Shore","Census Tract 905","51001090500"
"51001","51001090500","Census Tract 905","Accomack","Virginia","rural","2016",2574,17.4437,24.2036,11.2665,34.1103,85.596,6.2931,24.0748,35833,24.9417,7.7839,33.6158,56.6512,0.4502,2151,0.1018,0.0335,38.9,7.2,37.4,40.5,15.3,16.3,17,0.4825,"rural","Eastern Shore","Census Tract 905","51001090500"
"51001","51001090500","Census Tract 905","Accomack","Virginia","rural","2017",2404,20.9651,23.2945,10.7321,31.9884,85.0367,1.3711,25.6656,36125,18.9268,10.1395,32.7411,56.6512,0.4485,2145,0.1091,0.0373,38.9,7.2,37.4,40.5,15.3,16.3,17,0.8239,"rural","Eastern Shore","Census Tract 905","51001090500"
"51001","51001090500","Census Tract 905","Accomack","Virginia","rural","2018",2310,19.6104,20.1732,11.8615,31.0823,88.6286,1.25,24.5455,39010,18.7013,11.33,32.5269,58.3251,0.45,2353,0.1045,0,38.9,7.2,37.4,40.5,15.3,16.3,17,0.8156,"rural","Eastern Shore","Census Tract 905","51001090500"
"51001","51001090500","Census Tract 905","Accomack","Virginia","rural","2019",2526,16.3895,22.6049,12.312,27.791,88.4011,0.9732,24.7427,46154,18.1314,12.0424,36.5979,61.4644,0.4241,2353,0.1045,0,38.9,7.2,37.4,40.5,15.3,16.3,17,0.256,"rural","Eastern Shore","Census Tract 905","51001090500"
"51001","51001090600","Census Tract 906","Accomack","Virginia","rural","2015",3584,29.3806,14.9833,0.8371,18.6384,74.4114,9.3488,20.5858,40741,13.5302,11.4561,38.0252,70.4571,0.4809,864,0.1505,0.0938,41.1,9.5,41,36.3,14.8,13.1,15.2,0.8942,"rural","Eastern Shore","Census Tract 906","51001090600"
"51001","51001090600","Census Tract 906","Accomack","Virginia","rural","2016",3751,31.5916,14.7427,2.3994,20.3412,72.8492,8.9426,27.6642,44770,14.5889,12.4934,32.6044,70.4571,0.5103,830,0.1133,0.1012,41.1,9.5,41,36.3,14.8,13.1,15.2,0.8211,"rural","Eastern Shore","Census Tract 906","51001090600"
"51001","51001090600","Census Tract 906","Accomack","Virginia","rural","2017",3537,33.3899,14.7865,2.3466,16.0871,70.5902,3.982,19.623,50081,11.203,7.7714,31.6302,70.4571,0.4662,978,0.1748,0.09,41.1,9.5,41,36.3,14.8,13.1,15.2,0.4017,"rural","Eastern Shore","Census Tract 906","51001090600"
"51001","51001090600","Census Tract 906","Accomack","Virginia","rural","2018",3693,34.0103,13.9182,4.5762,17.1135,71.2763,5.5724,16.3254,48424,12.0251,7.5733,32.9004,71.0933,0.4603,939,0.1597,0,41.1,9.5,41,36.3,14.8,13.1,15.2,0.6591,"rural","Eastern Shore","Census Tract 906","51001090600"
"51001","51001090600","Census Tract 906","Accomack","Virginia","rural","2019",3726,36.1782,13.5534,3.7305,14.3317,68.0064,4.8709,13.934,53060,12.0022,7.0317,34.7826,73.752,0.5038,939,0.1597,0,41.1,9.5,41,36.3,14.8,13.1,15.2,0.7118,"rural","Eastern Shore","Census Tract 906","51001090600"
"51001","51001090700","Census Tract 907","Accomack","Virginia","rural","2015",4995,20.7407,23.8639,7.3473,37.0971,79.1036,11.1441,23.2652,39469,14.0294,20.7969,27.6498,72.3276,0.4942,1473,0.1779,0.0808,40.5,8.1,38.4,38.7,15,14,15,0.6457,"rural","Eastern Shore","Census Tract 907","51001090700"
"51001","51001090700","Census Tract 907","Accomack","Virginia","rural","2016",5126,18.0843,28.5018,5.0332,35.3882,79.6078,8.7219,13.1232,40388,15.576,18.7376,31.0843,72.3276,0.455,1458,0.1804,0.0837,40.5,8.1,38.4,38.7,15,14,15,0.6696,"rural","Eastern Shore","Census Tract 907","51001090700"
"51001","51001090700","Census Tract 907","Accomack","Virginia","rural","2017",5479,17.0104,27.8518,6.8991,29.1477,78.8301,8.8428,14.7957,43832,13.3784,19.0652,38.835,72.3276,0.4436,1451,0.1771,0.1034,40.5,8.1,38.4,38.7,15,14,15,0.891,"rural","Eastern Shore","Census Tract 907","51001090700"
"51001","51001090700","Census Tract 907","Accomack","Virginia","rural","2018",5412,17.2764,28.3444,7.6681,30.303,81.888,4.8571,13.0805,54036,13.4701,14.1085,57.0973,76.6408,0.3879,1315,0.1605,0,40.5,8.1,38.4,38.7,15,14,15,0.5176,"rural","Eastern Shore","Census Tract 907","51001090700"
"51001","51001090700","Census Tract 907","Accomack","Virginia","rural","2019",5280,17.0455,27.5189,3.428,36.7424,80.4565,1.7565,10.7765,54643,13.1629,14.1945,49.0667,78.8802,0.3772,1315,0.1605,0,40.5,8.1,38.4,38.7,15,14,15,0.1514,"rural","Eastern Shore","Census Tract 907","51001090700"
"51001","51001090800","Census Tract 908","Accomack","Virginia","rural","2015",3814,18.5632,19.3235,5.4536,39.3026,83.0301,6.9828,18.1722,31550,20.3412,18.9345,35.9746,55.5329,0.4295,905,0.1403,0.3138,44,7.5,39.8,45.2,19.5,17.6,20.1,0.0449,"rural","Eastern Shore","Census Tract 908","51001090800"
"51001","51001090800","Census Tract 908","Accomack","Virginia","rural","2016",3662,19.8525,15.6745,5.2703,32.3048,78.1239,8.5714,14.4307,35986,18.2937,18.1279,40.2214,55.5329,0.4299,930,0.1344,0.3452,44,7.5,39.8,45.2,19.5,17.6,20.1,0.3944,"rural","Eastern Shore","Census Tract 908","51001090800"
"51001","51001090800","Census Tract 908","Accomack","Virginia","rural","2017",3768,19.2941,15.4989,8.0945,37.5,85.2725,6.1521,21.0908,42292,17.0173,15.5465,42.9688,55.5329,0.4238,943,0.1421,0.1304,44,7.5,39.8,45.2,19.5,17.6,20.1,0.7902,"rural","Eastern Shore","Census Tract 908","51001090800"
"51001","51001090800","Census Tract 908","Accomack","Virginia","rural","2018",3609,20.3103,18.5924,6.2067,40.87,85.3951,4.2857,32.1329,41645,20.0389,18.1751,43.1866,59.5697,0.4257,978,0.1585,0,44,7.5,39.8,45.2,19.5,17.6,20.1,0.0103,"rural","Eastern Shore","Census Tract 908","51001090800"
"51001","51001090800","Census Tract 908","Accomack","Virginia","rural","2019",3429,21.0849,21.5223,4.2578,42.1989,80.2956,4.9663,29.2082,42225,14.5651,13.3774,54.6218,71.346,0.3951,978,0.1585,0,44,7.5,39.8,45.2,19.5,17.6,20.1,0.5046,"rural","Eastern Shore","Census Tract 908","51001090800"
"51001","51001980100","Census Tract 9801","Accomack","Virginia","rural","2015",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.3333,0,NA,NA,NA,NA,NA,NA,NA,0.1591,"rural","Eastern Shore","Census Tract 9801","51001980100"
"51001","51001980100","Census Tract 9801","Accomack","Virginia","rural","2016",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0.4375,0,NA,NA,NA,NA,NA,NA,NA,0.6617,"rural","Eastern Shore","Census Tract 9801","51001980100"
"51001","51001980100","Census Tract 9801","Accomack","Virginia","rural","2017",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0.3171,0.0488,NA,NA,NA,NA,NA,NA,NA,0.1803,"rural","Eastern Shore","Census Tract 9801","51001980100"
"51001","51001980100","Census Tract 9801","Accomack","Virginia","rural","2018",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.3448,0,NA,NA,NA,NA,NA,NA,NA,0.5121,"rural","Eastern Shore","Census Tract 9801","51001980100"
"51001","51001980100","Census Tract 9801","Accomack","Virginia","rural","2019",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.3448,0,NA,NA,NA,NA,NA,NA,NA,0.7231,"rural","Eastern Shore","Census Tract 9801","51001980100"
"51001","51001980200","Census Tract 9802","Accomack","Virginia","rural","2015",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,0.5139,0.004,NA,NA,NA,NA,NA,NA,NA,0.716,"rural","Eastern Shore","Census Tract 9802","51001980200"
"51001","51001980200","Census Tract 9802","Accomack","Virginia","rural","2016",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,0.2937,0.0192,NA,NA,NA,NA,NA,NA,NA,0.1805,"rural","Eastern Shore","Census Tract 9802","51001980200"
"51001","51001980200","Census Tract 9802","Accomack","Virginia","rural","2017",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,0.3325,0.0202,NA,NA,NA,NA,NA,NA,NA,0.9012,"rural","Eastern Shore","Census Tract 9802","51001980200"
"51001","51001980200","Census Tract 9802","Accomack","Virginia","rural","2018",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.3333,0,NA,NA,NA,NA,NA,NA,NA,0.5111,"rural","Eastern Shore","Census Tract 9802","51001980200"
"51001","51001980200","Census Tract 9802","Accomack","Virginia","rural","2019",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.3333,0,NA,NA,NA,NA,NA,NA,NA,0.1985,"rural","Eastern Shore","Census Tract 9802","51001980200"
"51001","51001990100","Census Tract 9901","Accomack","Virginia","rural","2015",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8692,"rural","Eastern Shore","Census Tract 9901","51001990100"
"51001","51001990100","Census Tract 9901","Accomack","Virginia","rural","2016",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9745,"rural","Eastern Shore","Census Tract 9901","51001990100"
"51001","51001990100","Census Tract 9901","Accomack","Virginia","rural","2017",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2012,"rural","Eastern Shore","Census Tract 9901","51001990100"
"51001","51001990100","Census Tract 9901","Accomack","Virginia","rural","2018",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3968,"rural","Eastern Shore","Census Tract 9901","51001990100"
"51001","51001990100","Census Tract 9901","Accomack","Virginia","rural","2019",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,"rural","Eastern Shore","Census Tract 9901","51001990100"
"51003","51003010100","Census Tract 101","Albemarle","Virginia","urban","2015",5423,18.5506,19.4726,1.0142,6.1221,59.0347,4.6892,6.8136,70903,10.3467,3.6779,48.2955,80.2785,0.457,456,0.2039,0.2917,33.5,8.2,37.1,28.1,10,11.7,11.9,0.0621,"urban","Thomas Jefferson","Census Tract 101","51003010100"
"51003","51003010100","Census Tract 101","Albemarle","Virginia","urban","2016",5575,20.1794,20.9865,1.0404,5.5785,56.2003,4.2215,8.0281,76188,8.5057,3.31,51.5712,80.2785,0.4511,490,0.202,0.2878,33.5,8.2,37.1,28.1,10,11.7,11.9,0.584,"urban","Thomas Jefferson","Census Tract 101","51003010100"
"51003","51003010100","Census Tract 101","Albemarle","Virginia","urban","2017",5651,20.6689,19.8903,1.0264,6.2644,55.9051,4.1814,8.8455,75938,10.7282,3.6837,39.9625,80.2785,0.5117,514,0.177,0.3132,33.5,8.2,37.1,28.1,10,11.7,11.9,0.0293,"urban","Thomas Jefferson","Census Tract 101","51003010100"
"51003","51003010100","Census Tract 101","Albemarle","Virginia","urban","2018",5553,22.5104,18.4225,1.2786,5.5826,54.7804,5.5388,8.5014,92083,12.8065,2.0101,31.377,79.6254,0.5373,534,0.1779,0,33.5,8.2,37.1,28.1,10,11.7,11.9,0.4716,"urban","Thomas Jefferson","Census Tract 101","51003010100"
"51003","51003010100","Census Tract 101","Albemarle","Virginia","urban","2019",5102,24.9314,17.9537,1.568,7.0365,52.449,3.1834,8.7284,93031,11.9817,1.3829,39.5722,79.3038,0.5349,534,0.1779,0,33.5,8.2,37.1,28.1,10,11.7,11.9,0.7831,"urban","Thomas Jefferson","Census Tract 101","51003010100"
"51003","51003010201","Census Tract 102.01","Albemarle","Virginia","urban","2015",4536,15.6966,23.2804,11.4418,11.6402,49.2083,2.7102,4.7399,73462,6.3689,5.9567,28.3237,94.0881,0.3802,702,0.2521,0.1524,30.4,7.3,33.9,27.3,8.5,10.8,10.1,0.8626,"urban","Thomas Jefferson","Census Tract 102.01","51003010201"
"51003","51003010201","Census Tract 102.01","Albemarle","Virginia","urban","2016",4713,16.2105,23.5307,9.9512,9.2086,49.4016,3.301,4.9013,71125,8.7928,5.8789,37.963,94.0881,0.3821,796,0.2299,0.1219,30.4,7.3,33.9,27.3,8.5,10.8,10.1,0.2482,"urban","Thomas Jefferson","Census Tract 102.01","51003010201"
"51003","51003010201","Census Tract 102.01","Albemarle","Virginia","urban","2017",4795,16.7049,23.5662,9.9479,10.3441,53.6331,4.0015,4.7341,71250,8.7884,4.4618,47.1774,94.0881,0.3785,849,0.2497,0.1319,30.4,7.3,33.9,27.3,8.5,10.8,10.1,0.3327,"urban","Thomas Jefferson","Census Tract 102.01","51003010201"
"51003","51003010201","Census Tract 102.01","Albemarle","Virginia","urban","2018",4737,17.6694,24.2559,7.3042,7.8742,51.5467,4.5471,2.4979,81169,6.513,2.8027,60.4651,95.4036,0.4001,855,0.2105,0,30.4,7.3,33.9,27.3,8.5,10.8,10.1,0.9009,"urban","Thomas Jefferson","Census Tract 102.01","51003010201"
"51003","51003010201","Census Tract 102.01","Albemarle","Virginia","urban","2019",4807,17.9322,24.6307,5.8872,4.4934,49.5981,3.9391,1.3987,83281,4.1824,1.5684,84.4444,95.8356,0.3887,855,0.2105,0,30.4,7.3,33.9,27.3,8.5,10.8,10.1,0.6058,"urban","Thomas Jefferson","Census Tract 102.01","51003010201"
"51003","51003010202","Census Tract 102.02","Albemarle","Virginia","urban","2015",3155,20.1268,22.8209,4.8811,2.599,29.8488,0.9858,4.7179,118266,5.641,4.9455,56.9106,88.7797,0.4677,385,0.1922,0.2,33.8,9.1,38.1,26.3,9.5,9.3,10.2,0.1985,"urban","Thomas Jefferson","Census Tract 102.02","51003010202"
"51003","51003010202","Census Tract 102.02","Albemarle","Virginia","urban","2016",3251,20.9166,23.562,5.3522,1.9686,32.2706,1.6822,6.4297,116406,4.2122,5.353,70.922,88.7797,0.4809,383,0.1854,0.1384,33.8,9.1,38.1,26.3,9.5,9.3,10.2,0.0353,"urban","Thomas Jefferson","Census Tract 102.02","51003010202"
"51003","51003010202","Census Tract 102.02","Albemarle","Virginia","urban","2017",3162,21.537,23.6243,3.6686,2.1822,34.4291,1.5248,5.9403,118993,3.3002,3.9312,55.5556,88.7797,0.4538,375,0.208,0.1333,33.8,9.1,38.1,26.3,9.5,9.3,10.2,0.8533,"urban","Thomas Jefferson","Census Tract 102.02","51003010202"
"51003","51003010202","Census Tract 102.02","Albemarle","Virginia","urban","2018",3130,23.4505,22.0767,1.6933,2.6198,32.7905,0.6158,4.32,122045,1.354,0,52.1277,91.0509,0.4241,353,0.2011,0,33.8,9.1,38.1,26.3,9.5,9.3,10.2,0.9468,"urban","Thomas Jefferson","Census Tract 102.02","51003010202"
"51003","51003010202","Census Tract 102.02","Albemarle","Virginia","urban","2019",3101,23.6375,21.7027,1.2577,2.2251,30.5447,0.5974,3.6534,125398,1.1075,0,47.2527,95.2743,0.4013,353,0.2011,0,33.8,9.1,38.1,26.3,9.5,9.3,10.2,0.029,"urban","Thomas Jefferson","Census Tract 102.02","51003010202"
"51003","51003010300","Census Tract 103","Albemarle","Virginia","urban","2015",8833,11.9099,28.9483,4.37,4.8681,45.1724,1.7131,3.1853,83032,6.8231,3.5487,66.1217,87.1771,0.3666,3224,0.2367,0.0614,28.8,7.1,32.9,27.1,8.7,11.4,10.7,0.6887,"urban","Thomas Jefferson","Census Tract 103","51003010300"
"51003","51003010300","Census Tract 103","Albemarle","Virginia","urban","2016",8804,11.7901,27.2149,4.7365,4.6229,45.6994,2.2872,4.3429,79576,8.4931,4.0767,59.0616,87.1771,0.3976,3437,0.2659,0.0602,28.8,7.1,32.9,27.1,8.7,11.4,10.7,0.6939,"urban","Thomas Jefferson","Census Tract 103","51003010300"
"51003","51003010300","Census Tract 103","Albemarle","Virginia","urban","2017",8364,12.8049,24.7728,6.8627,4.7585,46.3937,3.3341,4.7453,84063,8.7407,2.583,56.1706,87.1771,0.403,3521,0.2675,0.0721,28.8,7.1,32.9,27.1,8.7,11.4,10.7,0.7844,"urban","Thomas Jefferson","Census Tract 103","51003010300"
"51003","51003010300","Census Tract 103","Albemarle","Virginia","urban","2018",8696,13.029,26.15,7.5207,4.9908,46.806,3.8462,7.8838,79417,8.3179,4.1348,52.3726,88.5758,0.4037,3766,0.2631,0,28.8,7.1,32.9,27.1,8.7,11.4,10.7,0.4977,"urban","Thomas Jefferson","Census Tract 103","51003010300"
"51003","51003010300","Census Tract 103","Albemarle","Virginia","urban","2019",8515,14.6095,25.872,5.6489,4.4979,46.849,3.3797,7.8885,88560,6.5189,3.6289,52.9906,87.5039,0.3836,3766,0.2631,0,28.8,7.1,32.9,27.1,8.7,11.4,10.7,0.5548,"urban","Thomas Jefferson","Census Tract 103","51003010300"
"51003","51003010401","Census Tract 104.01","Albemarle","Virginia","urban","2015",4516,20.0399,21.1692,0.0443,11.0496,56.1827,6.4014,4.3063,73711,12.9856,4.3974,39.6963,74.9175,0.5072,1198,0.2095,0.2721,33.7,8.2,36,28.4,10.4,11.3,11.5,0.058,"urban","Thomas Jefferson","Census Tract 104.01","51003010401"
"51003","51003010401","Census Tract 104.01","Albemarle","Virginia","urban","2016",4390,22.0046,20.205,0.0456,7.6765,55.6524,6.0672,3.4247,75226,11.1872,2.994,33.5498,74.9175,0.5099,1211,0.1742,0.2618,33.7,8.2,36,28.4,10.4,11.3,11.5,0.743,"urban","Thomas Jefferson","Census Tract 104.01","51003010401"
"51003","51003010401","Census Tract 104.01","Albemarle","Virginia","urban","2017",4417,20.8965,20.5569,0.883,7.29,57.2246,7.5889,3.8348,75933,12.5028,3.2453,38.3333,74.9175,0.4962,1280,0.1906,0.3227,33.7,8.2,36,28.4,10.4,11.3,11.5,0.1761,"urban","Thomas Jefferson","Census Tract 104.01","51003010401"
"51003","51003010401","Census Tract 104.01","Albemarle","Virginia","urban","2018",4139,24.0879,20.2706,0.7007,7.5622,57.711,6.1037,4.7688,78808,11.0869,2.8021,32.8877,75.4816,0.576,1094,0.2038,0,33.7,8.2,36,28.4,10.4,11.3,11.5,0.6838,"urban","Thomas Jefferson","Census Tract 104.01","51003010401"
"51003","51003010401","Census Tract 104.01","Albemarle","Virginia","urban","2019",4175,23.9521,19.1377,0.9102,9.4371,54.9381,3.9587,5.0636,76452,9.0712,4.3695,38.7931,76.3827,0.5712,1094,0.2038,0,33.7,8.2,36,28.4,10.4,11.3,11.5,0.6153,"urban","Thomas Jefferson","Census Tract 104.01","51003010401"
"51003","51003010402","Census Tract 104.02","Albemarle","Virginia","urban","2015",3245,25.3621,20.0616,2.9276,3.7904,31.9692,6.6261,6.6256,111140,3.8022,4.3149,52.0833,89.6166,0.438,1168,0.1481,0.0634,34.8,9.2,38.2,26.8,10,9.8,10.7,0.5444,"urban","Thomas Jefferson","Census Tract 104.02","51003010402"
"51003","51003010402","Census Tract 104.02","Albemarle","Virginia","urban","2016",3080,28.5714,17.9221,3.6039,4.2208,36.5126,6.7549,6.7532,96328,3.9388,4.4152,43.949,89.6166,0.4684,1220,0.1615,0.059,34.8,9.2,38.2,26.8,10,9.8,10.7,0.1328,"urban","Thomas Jefferson","Census Tract 104.02","51003010402"
"51003","51003010402","Census Tract 104.02","Albemarle","Virginia","urban","2017",3072,28.8411,15.4622,2.2786,5.4688,39.2766,6.6045,7.5195,101184,3.6227,5.4313,27.4194,89.6166,0.4751,1289,0.1668,0.0481,34.8,9.2,38.2,26.8,10,9.8,10.7,0.8141,"urban","Thomas Jefferson","Census Tract 104.02","51003010402"
